51,4.1
-4.6,9.2
0,9.2
4.6,9.2
-7.15,4.6
-2.55,4.6
2.55,4.6
7.15,4.6
-4.6,0
0,0
4.6,0
-7.15,-4.6
-2.55,-4.6
2.55,-4.6
7.15,-4.6
-4.6,-9.2
0,-9.2
4.6,-9.2
-4.6,9.2
0,9.2
4.6,9.2
-7.15,4.6
-2.55,4.6
2.55,4.6
7.15,4.6
-4.6,0
0,0
4.6,0
-7.15,-4.6
-2.55,-4.6
2.55,-4.6
7.15,-4.6
-4.6,-9.2
0,-9.2
4.6,-9.2
-4.6,9.2
0,9.2
4.6,9.2
-7.15,4.6
-2.55,4.6
2.55,4.6
7.15,4.6
-4.6,0
0,0
4.6,0
-7.15,-4.6
-2.55,-4.6
2.55,-4.6
7.15,-4.6
-4.6,-9.2
0,-9.2
4.6,-9.2
